region_code,CCAA,Municipio,area_code,area_name,ZBS,CS_name,presion_2018,presion_2019,presion_2020,presion_2021,presion_2022_parcial,presion_2022,presion_2022_parcial_nota,Centre CatSalut,presion_2018_mean,presion_2019_mean,presion_2020_mean,presion_2021_mean,presion_2022_parcial_mean,presion_2022_mean,CS_Aragón,CS_Navarra,EX_new_name
AS,Asturias,NA,AS_01,Área de Salud Área I: Jarrio,NA,EILAO,NA,NA,NA,NA,,10.165898617511521,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_02,Área de Salud Área II: Cangas de Narcea,NA,TINEO/TINEU,NA,NA,NA,NA,,25.856189008731381,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_02,Área de Salud Área II: Cangas de Narcea,NA,CANGAS DEL NARCEA,NA,NA,NA,NA,,32.721698113207545,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_02,Área de Salud Área II: Cangas de Narcea,NA,ALLANDE,NA,NA,NA,NA,,19.190082644628099,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_02,Área de Salud Área II: Cangas de Narcea,NA,IBIAS,NA,NA,NA,NA,,12.46770601336303,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_02,Área de Salud Área II: Cangas de Narcea,NA,DEGAÑA,NA,NA,NA,NA,,28.46153846153846,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,AVILES - SABUGO,NA,NA,NA,NA,,39.819016995865873,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,AVILES - CARBAYEDO - EL QUIRINAL,NA,NA,NA,NA,,44.375419744795167,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,AVILES - LA MAGDALENA - LA CARRIONA - ILLAS,NA,NA,NA,NA,,44.771134020618554,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,AVILES - VILLALEGRE - LA LUZ - LLARANES,NA,NA,NA,NA,,44.923317683881066,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,CORVERA,NA,NA,NA,NA,,40.842252210330386,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,CUDILLERO,NA,NA,NA,NA,,33.363152289669863,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,PRAVIA - MUROS - SOTO DEL BARCO,NA,NA,NA,NA,,37.55634134842056,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,CASTRILLON,NA,NA,NA,NA,,41.598712446351932,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,GOZON,NA,NA,NA,NA,,38.552763819095475,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_03,Área de Salud Área III: Avilés,NA,AVILES - CENTRO,NA,NA,NA,NA,,47.111425339366512,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO CENTRO - NOROESTE,NA,NA,NA,NA,,35.667099567099569,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO CENTRO - SUR,NA,NA,NA,NA,,42.148171109733418,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO - LA ARGAÑOSA - SAN CLAUDIO - LAS REGUERAS,NA,NA,NA,NA,,36.229863100923275,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO - EL CRISTO - TRUBIA,NA,NA,NA,NA,,34.302021403091558,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO - OTERO - OLLONIEGO/LLUNIEGO - VEGUIN,NA,NA,NA,NA,,38.72608695652174,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO - VENTANIELLES - COLLOTO/CUALLOTO,NA,NA,NA,NA,,42.477177177177175,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO - TEATINOS,NA,NA,NA,NA,,40.373672055427249,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO - PUMARIN,NA,NA,NA,NA,,40.599758162031442,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,LLANERA,NA,NA,NA,NA,,37.494766224703419,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,NOREÑA - SIERO,NA,NA,NA,NA,,47.61090909090909,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,SIERO - LUGONES/LLUGONES,NA,NA,NA,NA,,44.054804804804803,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,SIERO - SARIEGO,NA,NA,NA,NA,,37.536178726242078,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,NAVA - BIMENES - CABRANES,NA,NA,NA,NA,,44.689393939393938,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,SALAS,NA,NA,NA,NA,,31.816494845360825,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,GRADO - CANDAMO/CANDAMU - YERNES Y TAMEZA,NA,NA,NA,NA,,38.660039761431413,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO - VALLOBIN - SAMIGUEL,NA,NA,NA,NA,,45.541020966271653,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO - NARANCO,NA,NA,NA,NA,,42.054275092936805,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,OVIEDO - LA CORREDORIA - VILLAPERI,NA,NA,NA,NA,,46.180032733224223,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,SIERO - LA FRESNEDA - LLANERA,NA,NA,NA,NA,,38.334088335220841,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,BELMONTE DE MIRANDA,NA,NA,NA,NA,,24.139240506329113,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,PROAZA - QUIROS - SANTO ADRIANO - TEVERGA,NA,NA,NA,NA,,23.535211267605632,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,SOMIEDO,NA,NA,NA,NA,,14.887434554973822,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_04,Área de Salud Área IV: Oviedo,NA,RIOSA - MORCIN - LA RIBERA/RIBERA DE ARRIBA,NA,NA,NA,NA,,38.321489001692051,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,CARREÑO,NA,NA,NA,NA,,43.277822908204712,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - LA CALZADA,NA,NA,NA,NA,,42.755450485946938,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - EL NATAHOYO - TREMAÑES,NA,NA,NA,NA,,43.781780538302279,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - CENTRO - CIMAVILLA,NA,NA,NA,NA,,33.631269592476492,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - PERCHERA,NA,NA,NA,NA,,40.129113924050635,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - PUMARIN,NA,NA,NA,NA,,38.65595196043801,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - CONTRUECES - VEGA - LA CAMOCHA - NUEVO ROCES,NA,NA,NA,NA,,39.98475836431227,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - EL LLANO,NA,NA,NA,NA,,36.816101461262754,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - EL COTO - CEARES/CIARES - VIESQUES,NA,NA,NA,NA,,41.888449082403746,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - L'ARENA,NA,NA,NA,NA,,39.329375549692173,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - PARQUE - SOMIO,NA,NA,NA,NA,,40.069690992767917,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,VILLAVICIOSA,NA,NA,NA,NA,,38.0609514370664,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - LAVIADA,NA,NA,NA,NA,,42.365452930728239,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_05,Área de Salud Área V: Gijón,NA,GIJON - ROCES - MONTEVIL,NA,NA,NA,NA,,43.353415559772294,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_06,Área de Salud Área VI: Arriondas,NA,PILOÑA,NA,NA,NA,NA,,38.871647509578544,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_06,Área de Salud Área VI: Arriondas,NA,COLUNGA - CARAVIA,NA,NA,NA,NA,,35.429438543247343,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_06,Área de Salud Área VI: Arriondas,NA,PARRES,NA,NA,NA,NA,,45.420807453416153,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_06,Área de Salud Área VI: Arriondas,NA,CANGAS DE ONIS - ONIS - AMIEVA,NA,NA,NA,NA,,37.519116397621069,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_06,Área de Salud Área VI: Arriondas,NA,RIBADESELLA,NA,NA,NA,NA,,40.771428571428572,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_06,Área de Salud Área VI: Arriondas,NA,LLANES - RIBADEDEVA,NA,NA,NA,NA,,40.704839482510778,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_06,Área de Salud Área VI: Arriondas,NA,PONGA,NA,NA,NA,NA,,22.469635627530366,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_06,Área de Salud Área VI: Arriondas,NA,CABRALES,NA,NA,NA,NA,,31.447447447447448,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_06,Área de Salud Área VI: Arriondas,NA,PEÑAMELLERA,NA,NA,NA,NA,,24.171171171171171,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_07,Área de Salud Área VII: Mieres,NA,MIERES - NORTE,NA,NA,NA,NA,,42.632875143184421,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_07,Área de Salud Área VII: Mieres,NA,MIERES - SUR,NA,NA,NA,NA,,38.570453437347638,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_07,Área de Salud Área VII: Mieres,NA,MIERES - FIGAREO - UXO - TURON,NA,NA,NA,NA,,31.526567481402765,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_07,Área de Salud Área VII: Mieres,NA,LENA,NA,NA,NA,NA,,43.66094715168154,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_07,Área de Salud Área VII: Mieres,NA,BAJO ALLER - MOREA/MOREDA,NA,NA,NA,NA,,29.640404040404039,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_07,Área de Salud Área VII: Mieres,NA,ALTO ALLER - CABANAQUINTA/CABAÑAQUINTA,NA,NA,NA,NA,,35.516891891891895,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_08,Área de Salud Área VIII: Sama,NA,LANGREO - RIAÑU,NA,NA,NA,NA,,35.033769063180827,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_08,Área de Salud Área VIII: Sama,NA,LANGREO - LA FELGUERA - TIUYA/TUILLA - LADA,NA,NA,NA,NA,,38.327607361963189,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_08,Área de Salud Área VIII: Sama,NA,LANGREO - SAMA - CIAÑU,NA,NA,NA,NA,,39.071396497530309,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_08,Área de Salud Área VIII: Sama,NA,SAN MARTIN DEL REY AURELIO - SOTRONDIO - BLIMEA,NA,NA,NA,NA,,42.700704225352112,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_08,Área de Salud Área VIII: Sama,NA,LAVIANA,NA,NA,NA,NA,,40.990620114643043,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_08,Área de Salud Área VIII: Sama,NA,SAN MARTIN DEL REY AURELIO - EL ENTREGO,NA,NA,NA,NA,,35.893837705918244,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AS,Asturias,NA,AS_08,Área de Salud Área VIII: Sama,NA,CASO - SOBRESCOBIO,NA,NA,NA,NA,,18.039039039039039,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Camas,NA,NA,NA,NA,,37.499619192688499,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Castilleja de la Cuesta,NA,NA,NA,NA,,38.235587834770769,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Mairena del Aljarafe Ciudad Expo,NA,NA,NA,NA,,35.189495672933454,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Olivares,NA,NA,NA,NA,,37.476780185758514,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Pilas,NA,NA,NA,NA,,42.499696048632217,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Sanlúcar la Mayor,NA,NA,NA,NA,,39.60648489314665,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,San Juan Azn. Ntra Sra de la Paz,NA,NA,NA,NA,,33.360862354892205,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Tomares,NA,NA,NA,NA,,39.089723926380366,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Coria Blas Infante,NA,NA,NA,NA,,36.541191381495565,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Coria Virgen de la Estrella,NA,NA,NA,NA,,42.178516228748066,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_31,Área de Salud Aljarafe (Sevilla),NA,Mairena del Aljarafe Clara Campoamor,NA,NA,NA,NA,,34.48687664041995,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,La Cañada,NA,NA,NA,NA,,37.983313468414778,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Almería Centro,NA,NA,NA,NA,,37.230914231856737,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Alhama de Almería,NA,NA,NA,NA,,27.614261168384878,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Benahadux,NA,NA,NA,NA,,38.153846153846153,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Carboneras El Lometico,NA,NA,NA,NA,,35.982020547945204,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Ciudad Jardín,NA,NA,NA,NA,,32.350887235260444,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Cruz de Caravaca,NA,NA,NA,NA,,37.475000000000001,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Níjar,NA,NA,NA,NA,,36.156321839080462,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Plaza de Toros,NA,NA,NA,NA,,32.068030447193152,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Abla,NA,NA,NA,NA,,25.976687116564417,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Sorbas,NA,NA,NA,NA,,32.368421052631582,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Tabernas,NA,NA,NA,NA,,26.76991150442478,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Virgen del Mar,NA,NA,NA,NA,,34.239526411657558,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Nueva Andalucía,NA,NA,NA,NA,,37.44318181818182,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Oliveros,NA,NA,NA,NA,,30.416228070175439,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Casa del Mar Almería,NA,NA,NA,NA,,37.212021857923496,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Alborán,NA,NA,NA,NA,,35.195516811955166,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Mediterráneo Torrecardenas,NA,NA,NA,NA,,35.326292789512017,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Nicolás Salmerón,NA,NA,NA,NA,,39.178193653376731,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_01,Área de Salud Almería (Almería),NA,Vega de Acá,NA,NA,NA,NA,,33.42598187311178,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_25,Área de Salud Axarquia (Málaga),NA,Benamargosa,NA,NA,NA,NA,,29.953608247422679,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_25,Área de Salud Axarquia (Málaga),NA,Colmenar,NA,NA,NA,NA,,27.947960618846693,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_25,Área de Salud Axarquia (Málaga),NA,Nerja,NA,NA,NA,NA,,32.225684931506848,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_25,Área de Salud Axarquia (Málaga),NA,Torre del Mar,NA,NA,NA,NA,,32.253682487725044,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_25,Área de Salud Axarquia (Málaga),NA,Torrox,NA,NA,NA,NA,,31.666666666666668,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_25,Área de Salud Axarquia (Málaga),NA,Vélez-Málaga Norte,NA,NA,NA,NA,,35.321349963316216,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_25,Área de Salud Axarquia (Málaga),NA,Vélez-Málaga Sur,NA,NA,NA,NA,,32.264426125554849,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_25,Área de Salud Axarquia (Málaga),NA,Viñuela,NA,NA,NA,NA,,36.607809847198645,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_25,Área de Salud Axarquia (Málaga),NA,Algarrobo,NA,NA,NA,NA,,27.791832669322709,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_04,Área de Salud Bahía de Cádiz-La Janda (Cádiz),NA,La Laguna,NA,NA,NA,NA,,34.172066014669923,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_04,Área de Salud Bahía de Cádiz-La Janda (Cádiz),NA,La Paz,NA,NA,NA,NA,,36.378834355828218,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_04,Área de Salud Bahía de Cádiz-La Janda (Cádiz),NA,Olivillo,NA,NA,NA,NA,,35.582052553296975,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_04,Área de Salud Bahía de Cádiz-La Janda (Cádiz),NA,Mentidero,NA,NA,NA,NA,,36.471785383903793,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_04,Área de Salud Bahía de Cádiz-La Janda (Cádiz),NA,Puerta de Tierra,NA,NA,NA,NA,,36.831775700934578,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_04,Área de Salud Bahía de Cádiz-La Janda (Cádiz),NA,Loreto-Puntales,NA,NA,NA,NA,,30.491240123668842,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_04,Área de Salud Bahía de Cádiz-La Janda (Cádiz),NA,La Merced,NA,NA,NA,NA,,33.65171339563863,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,Andalucía,NA,AN_04,Área de Salud Bahía de Cádiz-La Janda (Cádiz),NA,Conil La Atalaya,NA,NA,NA,NA,,34.795605162190441,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
